Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Paco Testas,Public,Living,Male,Good,,,,Black,Brown,,DC,2006.0,42.0,2006-02-01,
Paddy O'Hanlon,,Living,Male,Bad,,,,,,,Marvel,1984.0,,1984-04-01,
Padre,Secret,Living,Male,Bad,,,,,White,,Marvel,2005.0,2.0,2005-12-01,
Pagan,,Living,Male,Bad,,,,Red,Black,,Marvel,1999.0,9.0,1999-03-01,
Pagon,Secret,Deceased,Male,Bad,,,,Green,Black,,Marvel,2007.0,15.0,2007-06-01,
Paibok,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,1991.0,24.0,1991-11-01,
Paibok,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,1995.0,1.0,1995-10-01,Earth-9510
Paige Guthrie,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1984.0,207.0,1984-11-01,
Paingloss,Secret,Living,Male,Good,,,,,,,Marvel,1975.0,1.0,1975-07-01,
Painkiller,,Living,Male,Bad,,,,Brown,Black,,DC,1995.0,,1995-03-01,
Paint,Secret,Living,Female,Other,,,,,Blond,,Marvel,2003.0,5.0,2003-01-01,
Paladin,Secret,Living,Male,Other,,,,Brown,Brown,,Marvel,1978.0,134.0,1978-01-01,
Palaqua,,Living,Male,Good,,,,,,,DC,1986.0,10.0,1986-01-01,
Palik,Public,Living,Male,Other,,,,,,,Marvel,1989.0,5.0,1989-09-01,
Pallas,,Living,Female,Good,,,,Brown,Black,,DC,1998.0,2.0,1998-03-01,
Pallas Athena,Public,Living,Female,Other,,,,Grey,Brown,,DC,1958.0,118.0,1958-05-01,
Palmer Adley,Public,Living,Male,Other,,,,Blue,Blond,,Marvel,2011.0,1.0,2011-04-01,
Palmer Cokes,,Living,Male,Bad,,,,,Black,,DC,2008.0,3.0,2008-10-01,
Pamela,Secret,Living,Female,Other,,,,Brown,Black,,DC,2001.0,3.0,2001-03-01,
Pamela,,Living,Female,Other,,,,,Blond,,Marvel,1964.0,1.0,1964-08-01,
Pamela Dean,Public,Living,Female,Good,,,,,Black,,Marvel,1980.0,1.0,1980-06-01,
Pamela Douglas,Secret,Living,Female,Good,,,,,,,Marvel,1989.0,6.0,1989-03-01,
Pamela Hawley,Public,Deceased,Female,Good,,,,,,,Marvel,1963.0,16.0,1963-11-01,
Pamela Isley,Secret,Living,Female,Other,,,,Green,Red,,DC,1966.0,286.0,1966-06-01,
Pamela Pierce,Secret,Living,Female,Other,,,,Brown,Blond,,Marvel,2007.0,3.0,2007-02-01,
Pamela Quinn,Public,Living,Female,Good,,,,,Blond,,Marvel,1979.0,4.0,1979-10-01,
Pamela Shaw,Secret,Living,Female,Good,,,,Brown,Brown,,Marvel,1988.0,10.0,1988-09-01,
Pamela Sweigeld,Secret,Living,Female,Bad,,,,Brown,Brown,,DC,1995.0,12.0,1995-07-01,
Pampero,Secret,Living,Male,Good,,,,,,,DC,2000.0,1.0,2000-09-01,
Pan,Public,Deceased,Male,Other,,,,Brown,Brown,,DC,1982.0,9.0,1982-10-01,
Pan,,Living,Male,Other,,,,,White,,Marvel,1959.0,2.0,1959-11-01,Olympian God
Pan Impostor,Secret,Living,Male,Bad,,,,,,,DC,1987.0,7.0,1987-08-01,
Panda Potter,Public,Deceased,Male,Good,,,,,Black,,DC,2006.0,14.0,2006-08-01,
Panda-Mania,,Living,Female,Bad,,,,White,Black,,Marvel,,1.0,,
Pandara,Secret,Living,Female,Bad,,,,Blue,Red,,Marvel,1994.0,4.0,1994-01-01,
Pandarus of Lycia,Public,Living,Male,Other,,,,,Brown,,Marvel,1979.0,2.0,1979-11-01,
Pandemonia,,Living,Female,Bad,,,,White,White,,Marvel,1998.0,4.0,1998-08-01,
Pandora,,Living,Female,Other,,,,,Red,,Marvel,1961.0,4.0,1961-11-01,
Pandora Destine,Secret,Living,Female,Good,,,,,Red,,Marvel,1994.0,20.0,1994-07-01,
Pandora I,Public,Deceased,Female,Other,,,,Blue,Black,,DC,1990.0,1.0,1990-08-01,
Pandora II,Public,Living,Female,Good,,,,Brown,Brown,,DC,2005.0,4.0,2005-09-01,
Pandora Peters,No Dual,Living,Female,Good,,,,Brown,Brown,,Marvel,,1.0,,
Pania Panapa,Secret,Living,Female,Bad,,,,,,,Marvel,1996.0,1.0,1996-07-01,
Pannix,,Living,Female,Bad,,,,,Blond,,Marvel,2009.0,3.0,2009-03-01,
Panther,Secret,Living,Male,Good,,,,,Black,,Marvel,1989.0,1.0,1989-08-01,
Panther Lady,Secret,Living,Female,Bad,,,,,Black,,Marvel,1953.0,3.0,1953-03-01,
Pantherus,Secret,Living,Male,Other,,,,,,,Marvel,1980.0,2.0,1980-10-01,
Pantu Hurageb,,Living,Male,Bad,,,,Brown,Black,,Marvel,1990.0,42.0,1990-02-01,
Panzer,Secret,Deceased,Male,Bad,,,,,,,DC,1996.0,1.0,1996-04-01,
Paolo Mantega,Public,Living,Male,Other,,,,,Brown,,Marvel,2003.0,1.0,2003-07-01,
Paolo Montesi,,Living,Male,Other,,,,,,,Marvel,1989.0,1.0,1989-12-01,
Papa Hagg,Secret,Living,Male,Good,,,,Brown,Bald,,Marvel,2001.0,2.0,2001-03-01,
Papa Shorty,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,1974.0,4.0,1974-05-01,
Papahanau-Moku,,Living,Male,Bad,,,,,,,Marvel,2002.0,3.0,2002-05-01,
Parademon,,Deceased,Male,Other,Parademon,,,,White,,DC,2005.0,15.0,2005-07-01,
Paradigm,Secret,Deceased,Male,Other,,,,,Bald,,Marvel,1999.0,6.0,1999-02-01,
Paradise,Secret,Living,Female,Bad,,,,,Red,,Marvel,2004.0,2.0,2004-02-01,
Paradox,,Living,Male,Bad,,,,Red,White,,DC,1991.0,1.0,1991-01-01,
Paradox,,Living,Male,Bad,,,,,,,Marvel,1999.0,1.0,1999-01-01,AI
Paradox,Secret,Living,Male,Good,,,,White,Bald,,Marvel,1994.0,22.0,1994-01-01,Strange
Paragon,,Living,Male,Other,,,,,,,Marvel,1994.0,1.0,1994-04-01,A.I.M.
Parallax,Secret,Living,Other,Bad,,,,,,,DC,1994.0,84.0,1994-03-01,
Paranoia,,Living,Other,Bad,,,,,,,Marvel,1993.0,3.0,1993-12-01,Demon
Parasite,Secret,Living,Other,Bad,,,,,,,Marvel,1993.0,,1993-09-01,Lilin
Parasite,Secret,Living,Other,Bad,,,,,,,Marvel,,,,
Pariah,,Deceased,Male,Other,,,,,,,Marvel,1982.0,1.0,1982-02-01,
Paris,Public,Living,Male,Other,,,,,Blond,,Marvel,1979.0,3.0,1979-11-01,
Paris Green,Secret,Deceased,Other,Other,,,,,,,Marvel,2011.0,3.0,2011-02-01,
Paris Scott,Public,Living,Male,Bad,,,,,Blond,,Marvel,1996.0,5.0,1996-01-01,
Paris Seville,Secret,Deceased,Female,Bad,,,,Blue,Blond,,Marvel,1987.0,1.0,1987-03-01,
Park,Secret,Deceased,Male,Other,,,,Brown,,,Marvel,,3.0,,
Park Prowler,Secret,Living,Male,Bad,,,,,Blond,,Marvel,1986.0,1.0,1986-11-01,
Parker,,Living,Male,Other,,,,,Brown,,Marvel,1964.0,1.0,1964-09-01,
Parker Robbins,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,2002.0,121.0,2002-07-01,
Parkwell,Public,Living,Female,Other,,,,,Black,,Marvel,1967.0,1.0,1967-01-01,
Parrot,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,1941.0,2.0,1941-10-01,
Parson,,Living,Male,Bad,,,,,,,Marvel,2000.0,1.0,2000-01-01,Heroes Reborn
Parul Kurinji,Secret,Living,Female,Bad,,,,,Black,,Marvel,2010.0,13.0,2010-11-01,
Parvez,No Dual,Living,Male,Other,,,,Brown,Black,,Marvel,2012.0,12.0,2012-04-01,
Pascal Guacana,,Living,Male,Bad,,,,,,,Marvel,1995.0,3.0,1995-06-01,
Pascal Horta,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1941.0,4.0,1941-12-01,
Pascal Tyler,Public,Living,Male,Bad,,,,,Black,,Marvel,1992.0,1.0,1992-12-01,
Pasco,,Deceased,Male,Bad,,,,,,,Marvel,2006.0,1.0,2006-11-01,
Pasha Gorki,,Living,Male,Bad,,,,,Red,,DC,1985.0,,1985-04-01,
"Pasquale Galante, Jr.",Public,Deceased,Male,Bad,,,,,Silver,,DC,2000.0,8.0,2000-06-01,
Passing Cloud,,Deceased,Male,Good,,,,White,White,,Marvel,1979.0,2.0,1979-05-01,
Past,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1944.0,1.0,1944-12-01,
Pastor Kale,,Living,Male,Other,,,,,,,Marvel,1997.0,3.0,1997-07-01,
Pat Mahoney,Public,Living,Male,Good,,,,,Blond,,Marvel,1954.0,16.0,1954-09-01,
Pat Murphy,Secret,Deceased,Male,Good,,,,,,,Marvel,1941.0,6.0,1941-11-01,
Patch,Public,Living,Male,Bad,,,,One Eye,Bald,,Marvel,2004.0,4.0,2004-07-01,Wildkat Klub
Patch,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1940.0,,1940-04-01,Human Torch's enemy
Pathavim Seth-Ottarak,Secret,Deceased,Male,Good,,,,Blue,,,DC,1992.0,3.0,1992-06-01,
Pathfinder,Secret,Deceased,Male,Bad,,,,,,,DC,1992.0,5.0,1992-04-01,
Patience Drew,,Deceased,Female,Other,,,,Blue,Black,,Marvel,1989.0,,1989-04-01,
Patriarch,Public,Deceased,Other,Bad,,,,,,,Marvel,1994.0,3.0,1994-10-01,Hyboria
Patriarch,,Living,Male,Bad,,,,,White,,Marvel,1994.0,4.0,1994-01-01,
Patrice,,Living,Female,Good,,,,,,,DC,1994.0,1.0,1994-12-01,
Patricia Collins,Public,Living,Female,Good,,,,,,,Marvel,,,,
Patricia Dugan,,Living,Female,Other,,,,Green,Red,,DC,2001.0,4.0,2001-09-01,
Patricia Grace-Colby,,Deceased,Female,Good,,,,Brown,Brown,,DC,2005.0,1.0,2005-07-01,
Patricia Hamilton,,Living,Female,Good,,,,,Black,,Marvel,2004.0,5.0,2004-07-01,
Patricia Robertson,Secret,Living,Female,Other,,,,Blue,Strawberry Blond,,Marvel,2003.0,16.0,2003-06-01,
Patricia Starr,Public,Living,Female,Good,,,,Blue,Blond,,Marvel,1972.0,19.0,1972-09-01,
Patricia Tilby,Public,Living,Female,Good,,,,Blue,Black,,Marvel,1986.0,93.0,1986-08-01,
Patricia Trayce,Secret,Living,Female,Good,,,,Blue,Blond,,DC,1992.0,33.0,1992-01-01,
Patricia Walker,Secret,Living,Female,Good,,,,Blue,Red,,Marvel,1944.0,550.0,1944-11-01,
Patricia Walker,Public,Deceased,Female,Good,,,,,,,Marvel,1996.0,12.0,1996-11-01,Heroes Reborn
Patricia Wolman,Public,Living,Female,Other,,,,Blue,Blond,,Marvel,2013.0,14.0,2013-03-01,
Patrick Brady,Public,Living,Male,Good,,,,,Black,,Marvel,1955.0,4.0,1955-06-01,
Patrick Carney,Secret,Living,Male,Good,,,,Blue,Brown,,Marvel,2000.0,5.0,2000-11-01,
Patrick Clemens,,Living,Male,Other,,,,,,,Marvel,2000.0,1.0,2000-02-01,
Patrick Dugan,Secret,Living,Male,Good,,,,Blue,Red,,DC,1941.0,177.0,1941-10-01,
Patrick Herbert,Public,Living,Male,Good,,,,,Brown,,Marvel,1992.0,,1992-02-01,
Patrick MacGuire I,Public,Living,Male,Good,,,,,Red,,DC,1942.0,56.0,1942-04-01,
Patrick MacGuire II,Secret,Living,Male,Good,,,,,Red,,DC,1970.0,41.0,1970-10-01,
Patrick Mahony,Secret,Living,Male,Bad,,,,,Black,,Marvel,1992.0,5.0,1992-02-01,
Patrick Mason,Secret,Living,Male,Good,,,,,,,Marvel,1977.0,5.0,1977-03-01,
Patrick Mulligan,Secret,Deceased,Male,Good,,,,Green,Brown,,Marvel,2004.0,18.0,2004-09-01,
Patrick Nesbitt,Secret,Living,Male,Good,,,,,Black,,Marvel,2004.0,2.0,2004-07-01,
Patrick Noonan,Public,Deceased,Male,Other,,,,Blue,Black,,DC,1993.0,10.0,1993-01-01,
Patrick O'Brian,Secret,Living,Male,Good,,,,Blue,Black,,DC,1941.0,,1941-08-01,
Patrick O'Toole,Secret,Deceased,Male,Good,,,,,White,,Marvel,1941.0,,1941-06-01,
Patrick Rourke,Secret,Deceased,Male,Bad,,,,Blue,Bald,,Marvel,2009.0,1.0,2009-11-01,
Patrick Trettel,Secret,Living,Male,Bad,,,,,,,Marvel,2005.0,1.0,2005-01-01,
Patrick Wayne,Public,Living,Male,Good,,,,,Black,,DC,1997.0,5.0,1997-10-01,
Patriot,Secret,Living,Male,Bad,,,,,,,Marvel,,9.0,,Entity
Patriot,Secret,Living,Male,Other,,,,Blue,Bald,,Marvel,1999.0,2.0,1999-12-01,Silvereye
Patroclus,Public,Living,Male,Other,,,,,Blond,,Marvel,1979.0,4.0,1979-11-01,
Patsy Dragonsworth,No Dual,Deceased,Female,Other,,,,,Black,,Marvel,1976.0,2.0,1976-11-01,
Patten,Public,Living,Male,Good,,,,,,,Marvel,1963.0,1.0,1963-12-01,
Patti Lee,Secret,Living,Female,Good,,,,,Blond,,Marvel,2012.0,2.0,2012-10-01,
Patty Kurlychek,,Living,Female,Good,,,,,Red,,Marvel,1991.0,1.0,1991-03-01,
Patty Patty,Secret,Living,Female,Bad,,,,Black,Blond,,DC,1996.0,2.0,1996-07-01,
Patty Spivot,,Living,Female,Good,,,,Blue,Blond,,DC,1977.0,15.0,1977-09-01,
Paul,Public,Living,Male,Other,,,,,Grey,,Marvel,1963.0,1.0,1963-08-01,
Paul,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1994.0,,1994-06-01,Cat's Eye
Paul Allen,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1971.0,5.0,1971-10-01,
Paul Alvarez,,Living,Male,Other,,,,,,,Marvel,1994.0,6.0,1994-12-01,
Paul Anselm,Public,Living,Male,Good,,,,Blue,Brown,,Marvel,,11.0,,
Paul Aristides,Public,Living,Male,Other,,,,Brown,Black,,Marvel,2005.0,1.0,2005-05-01,
Paul Atwell,,Living,Male,Other,,,,,White,,Marvel,1944.0,1.0,1944-03-01,
Paul Bailey,Secret,Living,Male,Other,,,,,Brown,,Marvel,1980.0,3.0,1980-10-01,
Paul Barrett,,Living,Male,Other,,,,,Grey,,DC,1962.0,2.0,1962-08-01,
Paul Blart,,,Male,Good,Human,170.0,117.0,,,,Other,,,,
Paul Bonaparte,Public,Living,Male,Bad,,,,,Black,,Marvel,1945.0,1.0,1945-09-01,
Paul Booker,Secret,Deceased,Male,Good,,,,Brown,Black,,DC,1966.0,79.0,1966-03-01,
Paul Botham,,Deceased,Male,Bad,,,,,,,Marvel,2001.0,4.0,2001-08-01,
Paul Brokeridge,No Dual,Living,Male,Other,,,,Brown,Blond,,Marvel,2008.0,3.0,2008-01-01,
Paul Cartier,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,1973.0,38.0,1973-04-01,
Paul Christian,Public,Living,Male,Bad,,,,Brown,Brown,,DC,1995.0,4.0,1995-09-01,
Paul Conklin,,Deceased,Male,Good,,,,,Brown,,Marvel,1994.0,3.0,1994-10-01,
Paul Conklin Jr.,,Living,Male,Good,,,,,,,Marvel,1994.0,1.0,1994-10-01,
Paul Contoni,,Living,Male,Bad,,,,,,,Marvel,1996.0,6.0,1996-01-01,
Paul Danvers,Public,Living,Male,Good,,,,,,,Marvel,1992.0,1.0,1992-12-01,
Paul Deisinger,,Living,Male,Bad,,,,,Black,,DC,1999.0,2.0,1999-09-01,
Paul Dekker,Secret,Living,Male,Bad,,,,Blue,Brown,,DC,1946.0,14.0,1946-06-01,
Paul Destine,Secret,Deceased,Male,Bad,,,,Blue,Brown,,Marvel,1968.0,18.0,1968-03-01,
Paul Domenic,Secret,Living,Male,Other,,,,,,,Marvel,1985.0,2.0,1985-12-01,
Paul Duval,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,1964.0,96.0,1964-08-01,
Paul F. Burrows,Secret,Deceased,Male,Good,,,,,Brown,,DC,2010.0,1.0,2010-03-01,
Paul Gambi,Public,Living,Male,Other,,,,Brown,Brown,,DC,1963.0,13.0,1963-12-01,
Paul Hall,No Dual,Living,Male,Other,,,,Green,Brown,,Marvel,2011.0,4.0,2011-11-01,
Paul Hark,Secret,Living,Male,Other,,,,Brown,Black,,Marvel,2001.0,10.0,2001-11-01,
Paul Harker,Public,Deceased,Male,Other,,,,,Grey,,Marvel,1989.0,7.0,1989-08-01,
Paul Hazlett,Secret,Living,Male,Bad,,,,,Auburn,,Marvel,1990.0,1.0,1990-05-01,
Paul Hoben,Public,Living,Male,Good,,,,,Brown,,DC,1983.0,15.0,1983-09-01,
Paul Jansen,Public,Living,Male,Good,,,,,,,Marvel,1981.0,9.0,1981-07-01,
Paul Jenkins,Public,Living,Male,Other,,,,,Brown,,Marvel,2005.0,5.0,2005-07-01,
Paul Kirk II,Secret,Deceased,Male,Good,,,,Blue,Brown,,DC,1942.0,57.0,1942-04-01,
Paul Kirk III,Secret,Deceased,Male,Good,,,,,Brown,,DC,1976.0,5.0,1976-06-01,
Paul Lincoln,Public,Living,Male,Good,,,,Blue,Grey,,DC,2010.0,10.0,2010-07-01,
Paul Longo,,Deceased,Male,Bad,,,,Brown,Black,,DC,1994.0,7.0,1994-04-01,
Paul Loth,Secret,Living,Male,Bad,,,,,,,Marvel,1948.0,2.0,1948-12-01,
Paul Marshall,Secret,Living,Male,Bad,,,,,,,Marvel,1962.0,2.0,1962-08-01,
Paul Norbert Ebersol,Secret,Deceased,Male,Other,,,,Brown,Black,,Marvel,1966.0,125.0,1966-02-01,
"Paul Patten, Jr.",Secret,Living,Male,Good,,,,,,,DC,2010.0,8.0,2010-05-01,
Paul Patterson,,Living,Male,Bad,,,,,,,Marvel,2005.0,7.0,2005-01-01,
Paul Proch,Public,Living,Male,Other,,,,,White,,DC,2003.0,1.0,2003-07-01,
Paul Provenzano,No Dual,Deceased,Male,Good,,,,Brown,Black,,Marvel,2001.0,6.0,2001-05-01,
Paul Revere,Public,Living,Male,Good,,,,,Brown,,Marvel,1941.0,2.0,1941-08-01,
Paul Richarde,Secret,Living,Male,Bad,,,,,Black,,Marvel,1968.0,5.0,1968-11-01,
Paul Same,,Living,Male,Good,,,,,Brown,,Marvel,1976.0,14.0,1976-07-01,
Paul Sloan,Public,Living,Male,Bad,,,,Red,,,DC,1987.0,8.0,1987-11-01,
Paul Sousa,Public,Living,Male,Other,,,,,White,,Marvel,1996.0,2.0,1996-11-01,
Paul Stacy,Public,Living,Male,Other,,,,Blue,Blond,,Marvel,1997.0,40.0,1997-03-01,
Paul Strobe,,Living,Male,Bad,,,,,Brown,,DC,1960.0,1.0,1960-06-01,Earth-One
Paul Swanson,No Dual,Living,Male,Other,,,,,Brown,,Marvel,2002.0,3.0,2002-06-01,
Paul Trent,,Living,Male,Bad,,,,,,,Marvel,1992.0,1.0,1992-02-01,
Paul Vance,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,2006.0,1.0,2006-01-01,
Paul Westfield,Public,Deceased,Male,Bad,,,,Brown,Brown,,DC,1991.0,24.0,1991-08-01,
Paul Winston,Secret,Deceased,Male,Other,,,,Blue,Brown,,Marvel,2012.0,,2012-07-01,
Paul de Kraft,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1939.0,4.0,1939-10-01,
Paula,,Living,Female,Other,,,,,Brown,,Marvel,2008.0,1.0,2008-07-01,
Paula Brooks,Secret,Living,Female,Other,,,,Green,Black,,DC,1947.0,59.0,1947-08-01,
Paula Crane,,Living,Female,Bad,,,,,Grey,,Marvel,2011.0,2.0,2011-03-01,
Paula Harris,Public,Living,Female,Good,,,,Blue,Blond,,Marvel,1995.0,8.0,1995-02-01,
Paula Holt,Public,Deceased,Female,Good,,,,Brown,Brown,,DC,1997.0,3.0,1997-06-01,
Paula Jackson,,Living,Female,Good,,,,,,,Marvel,1968.0,1.0,1968-09-01,
Paula von Gunther,,Living,Female,Other,,,,Blue,Blond,,DC,1998.0,5.0,1998-03-01,
Paulette Brazee,Secret,Deceased,Female,Good,,,,Brown,Blond,,Marvel,1999.0,2.0,1999-01-01,
Pauline Shimizu,Public,Living,Female,Good,,,,,Grey,,Marvel,2002.0,3.0,2002-12-01,
Pauline Stratton,Public,Living,Female,Other,,,,,Blond,,Marvel,1990.0,5.0,1990-05-01,
Paulletz,,Living,Male,Other,,,,Brown,Brown,,Marvel,2007.0,4.0,2007-02-01,
Paulo,Public,Living,Male,Bad,,,,,,,Marvel,1986.0,3.0,1986-04-01,
Paulo Munoz,Public,Living,Male,Bad,,,,,,,Marvel,2010.0,1.0,2010-03-01,
Pavane,Secret,Living,Female,Bad,,,,,Blond,,Marvel,1975.0,6.0,1975-08-01,Female
Pavane,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1994.0,1.0,1994-08-01,Male
Pavel Chenklo,Public,Deceased,Male,Bad,,,,,Grey,,Marvel,1994.0,6.0,1994-10-01,
Pavel Plotnick,Secret,Living,Male,Other,,,,Black,Bald,,Marvel,1966.0,6.0,1966-06-01,
Paw,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1942.0,1.0,1942-09-01,
Pax,Public,Living,Male,Good,,,,,Black,,DC,1993.0,4.0,1993-09-01,
Paxton Page,Secret,Deceased,Male,Bad,,,,Blue,White,,Marvel,1969.0,6.0,1969-09-01,
Paxton Pentecost,Public,Living,Male,Other,,,,,,,Marvel,1974.0,2.0,1974-02-01,
Payback,Secret,Living,Male,Bad,,,,Red,Green,,DC,1994.0,3.0,1994-06-01,
Paydirt,Secret,Living,Male,Good,,,,,Brown,,Marvel,2008.0,2.0,2008-08-01,
Payload,Secret,Living,Male,Bad,,,,,,,Marvel,1993.0,2.0,1993-12-01,
Payne,Public,Living,Male,Other,,,,,,,Marvel,1995.0,,1995-05-01,
Peacekeeper,Secret,Living,Male,Good,,,,,Black,,Marvel,1994.0,1.0,1994-10-01,Joshua
Peacemaker II,Secret,Living,Male,Bad,,,,,,,DC,1994.0,3.0,1994-06-01,
Peanut,Secret,Living,Other,Other,,,,,Bald,,Marvel,1993.0,3.0,1993-01-01,Warpies
Pearl Gross,Public,Living,Female,Bad,,,,,Blond,,Marvel,1985.0,13.0,1985-05-01,
Pearl of Pyongyang,Secret,Living,Female,Bad,,,,,Black,,Marvel,1952.0,2.0,1952-12-01,
Pearla,Public,Living,Female,Good,,,,Blue,Auburn,,Marvel,1963.0,7.0,1963-07-01,
Peddler of Doom,Secret,Living,Male,Bad,,,,,White,,Marvel,1944.0,1.0,1944-06-01,
Pedro Alvarez,Public,Living,Male,Bad,,,,,Brown,,Marvel,1944.0,1.0,1944-07-01,
Pedro Olivera,No Dual,Living,Male,Good,,,,Brown,Brown,,Marvel,,6.0,,
Pedro Pe\u00f1a,Secret,Living,Male,Good,,,,Brown,Black,,DC,2011.0,4.0,2011-07-01,
Pedro de Noli,Secret,Living,Male,Good,,,,,Blond,,Marvel,2004.0,2.0,2004-07-01,
"Pedro, Ghost Patrol",Public,Deceased,Male,Good,,,,Brown,Brown,,DC,1942.0,29.0,1942-05-01,
Peeping Tom,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1985.0,3.0,1985-12-01,
Peg Lonestar,,Living,Female,Other,,,,,,,Marvel,1984.0,4.0,1984-08-01,
Pegas,,Living,Male,Bad,,,,,Blue,,Marvel,1988.0,3.0,1988-01-01,
Pegasus,,Living,Female,Good,,,,,Black,,DC,,12.0,,
Peggy Gardner,,Living,Female,Other,,,,,,,DC,1993.0,6.0,1993-08-01,
Peggy Park,Public,Living,Female,Other,,,,Brown,Black,,Marvel,2007.0,1.0,2007-02-01,
Peggy Rae,Public,Living,Female,Other,,,,,Blond,,Marvel,2005.0,7.0,2005-10-01,
Pele,Public,Living,Female,Other,,,,Brown,Brown,,DC,2009.0,4.0,2009-10-01,
Pele,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,1998.0,4.0,1998-09-01,Oceanic Goddess
Peliali,,Living,Female,Good,,,,White,,,Marvel,2000.0,3.0,2000-06-01,
Pelle,,Deceased,Female,Good,,,,,White,,DC,1989.0,2.0,1989-01-01,
Pellmell,Secret,Living,Male,Good,,,,,,,DC,1996.0,,1996-08-01,
Pelops,Secret,Deceased,Male,Good,,,,Yellow,White,,Marvel,1994.0,3.0,1994-03-01,
Penance,,,Other,Good,,,,,,,Marvel,,,,
Penance I,,,Female,Good,,,,,,,Marvel,,,,
Penance II,,,Male,Good,,183.0,89.0,Blue,Blond,,Marvel,,,,
Pendleton Asquint,,Living,Male,Bad,,,,,Grey,,Marvel,1981.0,1.0,1981-02-01,
Penelope,,Living,Female,Good,,,,,Black,,DC,1988.0,25.0,1988-10-01,
Penelope Black,,Living,Female,Good,,,,,Black,,DC,2011.0,4.0,2011-08-01,
Penelope II,,Living,Female,Good,,,,,Blond,,DC,1994.0,1.0,1994-11-01,
Penelops,Secret,Living,Male,Good,,,,Blue,,,DC,1981.0,17.0,1981-07-01,
Penguin,,,Male,Bad,Human,157.0,79.0,Blue,Black,,DC,,,,
Penn Maricc,Secret,Living,Male,Good,,,,,Blond,,DC,1986.0,7.0,1986-01-01,
Penn Selkirk,Public,Living,Male,Bad,,,,,Black,,DC,1994.0,5.0,1994-07-01,
Penny Dreadful,Secret,Deceased,Female,Bad,,,,,Red,,DC,1985.0,13.0,1985-08-01,
Penny Newsom,Secret,Living,Female,Other,,,,Blue,Blond,,Marvel,2011.0,5.0,2011-01-01,
Penny Panzer,Secret,Living,Female,Bad,,,,Blue,Blond,,Marvel,2009.0,3.0,2009-08-01,
Penny Pennington,Public,Living,Male,Good,,,,,Black,,Marvel,1952.0,37.0,1952-11-01,
Penthesilea,Public,Deceased,Female,Bad,,,,Brown,Brown,,DC,1989.0,9.0,1989-08-01,
Pentigaar,Secret,Living,Male,Bad,,,,White,Bald,,Marvel,2000.0,3.0,2000-12-01,
Peotor,Public,Living,Male,Bad,,,,Black,Red,,Marvel,1963.0,36.0,1963-04-01,
Pepe Manero,Public,Living,Male,Bad,,,,,Black,,Marvel,1943.0,1.0,1943-06-01,
Pepo Laroc,Public,Living,Male,Bad,,,,,Black,,Marvel,1941.0,1.0,1941-08-01,
Pepper,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1996.0,,1996-05-01,Salt & Pepper
Pepper Burns,Public,Living,Male,Good,,,,,Red,,Marvel,1943.0,17.0,1943-12-01,
Peppermint Candey,Public,Deceased,Female,Good,,,,Blue,Blond,,Marvel,2003.0,2.0,2003-12-01,
Peppo LaRue,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,
Per Degaton,Secret,Living,Male,Bad,,,,Red,Red,,DC,1947.0,61.0,1947-06-01,
Percival,Public,Living,Male,Good,,,,,White,,DC,1992.0,4.0,1992-01-01,
Percival,Secret,Living,Male,Good,,,,Green,Grey,,Marvel,2002.0,5.0,2002-05-01,
Percival Clearweather,Public,Living,Male,Good,,,,,Brown,,DC,1947.0,30.0,1947-09-01,
Percival Lawrence,Public,Living,Male,Bad,,,,,Bald,,Marvel,1945.0,1.0,1945-06-01,
Percival Pill,Public,Living,Male,Good,,,,Black,Black,,DC,1995.0,1.0,1995-05-01,
Percival Pinkerton,Public,Deceased,Male,Good,,,,Brown,Grey,,Marvel,1964.0,130.0,1964-07-01,
Percival Sutter,,Living,Male,Bad,,,,,,,DC,1964.0,7.0,1964-12-01,
Percy & Barton Grimes,Secret,Living,Male,Bad,,,,Blue,Black,,Marvel,1984.0,,1984-10-01,
