Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData,Intelligence,Strength,Speed,Durability,Power,Combat,Total
Yo-Yo,Secret,Living,Female,Bad,,,,,Blond,,DC,2011.0,1.0,2011-07-01,,,,,,,,
Ace of Spades VII,Identity Unknown,Living,Male,Bad,,,,,Brown,,DC,2010.0,1.0,2010-10-01,,,,,,,,
Altman,Public,Living,Male,Bad,,,,Brown,Brown,,DC,2010.0,1.0,2010-08-01,,,,,,,,
Bizarro Booster Gold,Secret,Living,Male,Neutral,,,,,Blond,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Bizarro Fire,Secret,Living,Female,Neutral,,,,,Blue,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Bizarro Firestorm,Secret,Living,Male,Neutral,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Bizarro Hawkman,Secret,Living,Male,Neutral,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Black Commando,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Bogeyman,Secret,Living,Male,Bad,,,,Red,White,,DC,2010.0,1.0,2010-11-01,,,,,,,,
Brigadoom,Public,Living,Male,Bad,,,,Blue,Red,,DC,2010.0,1.0,2010-08-01,,,,,,,,
British Bulldog,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Byrna Brilyant,Secret,Deceased,Female,Bad,,,,Blue,Black,,DC,2010.0,1.0,2010-02-01,,,,,,,,
Caleb Skinner,,Deceased,Male,,,,,,,,DC,2010.0,1.0,2010-11-01,,,,,,,,
Captain Jaques,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Cavalry-Man,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Charles English,,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Choreographer,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Chu Jiang Impostor,,Deceased,Male,Neutral,,,,,,,DC,2010.0,1.0,2010-01-01,,,,,,,,
Chu Jung Impostor,,Living,Male,Neutral,,,,White,,,DC,2010.0,1.0,2010-01-01,,,,,,,,
Coalface,Secret,Living,Male,Good,,,,,Red,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Cornwall Boy,Secret,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Dana Tan,Public,Living,Female,Good,,,,Black,Black,,DC,2010.0,1.0,2010-10-01,,,,,,,,
Diesel,Secret,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-02-01,,,,,,,,
Drama King,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Fabulous Boater Man,Secret,Living,Male,,,,,,Brown,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Glyn Droilx,Public,Living,Male,Good,,,,,Grey,,DC,2010.0,1.0,2010-11-01,,,,,,,,
Gong Gong Impostor,Identity Unknown,Living,Male,Neutral,,,,White,,,DC,2010.0,1.0,2010-01-01,,,,,,,,
Hide,Secret,Deceased,Male,Bad,,,,,,,DC,2010.0,1.0,2010-06-01,,,,,,,,
Ill-Informed White Guy,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Immortal Man in Darkness III,Secret,Deceased,Male,,,,,Brown,Black,,DC,2010.0,1.0,2010-04-01,,,,,,,,
Isabel Glenn,Public,Living,Female,Good,,,,,Red,,DC,2010.0,1.0,2010-01-01,,,,,,,,
Jack of Clubs IV,,Living,Male,Bad,,,,Brown,Black,,DC,2010.0,1.0,2010-10-01,,,,,,,,
Jack of Diamonds III,,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Jack of Spades IX,,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Joshua Dazzleby,,Living,Male,Good,,,,,Black,,DC,2010.0,1.0,2010-08-01,,,,,,,,
Joshua Turnbull,,Deceased,Male,Neutral,,,,,Black,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Kai-Ro,Secret,Living,Male,Good,,,,Green,,,DC,2010.0,1.0,2010-08-01,,,,,,,,
King of Diamonds IV,,Living,Male,Bad,,,,,Brown,,DC,2010.0,1.0,2010-10-01,,,,,,,,
King of Spades VIII,,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Kuan Ti Impostor,Secret,Living,Male,Neutral,,,,White,,,DC,2010.0,1.0,2010-01-01,,,,,,,,
Lady Nightingale,Secret,Living,Female,,,,,,Grey,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Lady Voodoo,Secret,Living,Female,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Lei Kung Impostor,Identity Unknown,Living,Male,Neutral,,,,White,,,DC,2010.0,1.0,2010-01-01,,,,,,,,
Lei Zi Impostor,,Living,Female,Neutral,,,,White,,,DC,2010.0,1.0,2010-01-01,,,,,,,,
Luftwaffe,Secret,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-11-01,,,,,,,,
Major Hubert,Secret,Living,Male,,,,,,White,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Mareena,Secret,Living,Female,Good,,,,Blue,Green,,DC,2010.0,1.0,2010-08-01,,,,,,,,
Maxine Gibson,Public,Living,Female,Good,,,,Black,Purple,,DC,2010.0,1.0,2010-11-01,,,,,,,,
Micron,Secret,Living,Male,Good,,,,Brown,Black,,DC,2010.0,1.0,2010-08-01,,,,,,,,
Mighty Morris,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Mind Czar,Secret,Living,Male,Bad,,,,Brown,Black,,DC,2010.0,1.0,2010-04-01,,,,,,,,
Ming Dynasty,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Mirror Monarch,,Deceased,Male,Good,,,,,Brown,,DC,2010.0,1.0,2010-06-01,,,,,,,,
Mister Granite,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Mister Justice,Secret,Living,Male,Good,,,,White,Black,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Momma Cuss,Secret,Living,Female,,,,,,Black,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Nathaniel Wayne,Public,Living,Male,Bad,,,,,Black,,DC,2010.0,1.0,2010-07-01,,,,,,,,
Near Miss,Secret,Living,Female,,,,,,Brown,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Ngo Sik,,Deceased,Male,Bad,,,,,,,DC,2010.0,1.0,2010-06-01,,,,,,,,
Nicholas Quinzel,Public,Living,Male,Neutral,,,,Blue,Brown,,DC,2010.0,1.0,2010-02-01,,,,,,,,
Olivia Reynolds II,Secret,Living,Female,Bad,,,,Blue,Brown,,DC,2010.0,1.0,2010-11-01,,,,,,,,
Only Child,Secret,Living,Female,,,,,,Blond,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Orange Medal,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Oxymoron,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Paul F. Burrows,Secret,Deceased,Male,Good,,,,,Brown,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Pharaoh I,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Pharaoh II,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Phinea,Public,Deceased,Female,Good,,,,,Brown,,DC,2010.0,1.0,2010-01-01,,,,,,,,
Queen of Hearts V,,Living,Female,Bad,,,,Green,Red,,DC,2010.0,1.0,2010-10-01,,,,,,,,
Quetzlotl,Public,Living,Male,Good,,,,Yellow,Blond,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Reb,Secret,Living,Male,Bad,,,,Blue,Blond,,DC,2010.0,1.0,2010-11-01,,,,,,,,
Rex Stewart,Secret,Living,Male,Good,,,,,,,DC,2010.0,1.0,2010-08-01,,,,,,,,
Rosalyn Mays,,Living,Female,,,,,,,,DC,2010.0,1.0,2010-08-01,,,,,,,,
Rush Hour I,Secret,Living,Male,,,,,,White,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Rush Hour III,Secret,Living,Female,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Senior Citizen,Secret,Living,Male,,,,,,Grey,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Settler II,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Settler III,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Settler IV,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Settler V,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Sharon Quinzel,Public,Living,Female,,,,,Violet,Green,,DC,2010.0,1.0,2010-02-01,,,,,,,,
Stake,Secret,Deceased,Male,Bad,,,,,Blond,,DC,2010.0,1.0,2010-06-01,,,,,,,,
Sterling Silver,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Steven Frank,Secret,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-07-01,,,,,,,,
Stone Cold Luke,Secret,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Stuart Rawlings,Public,Living,Male,,,,,Blue,Brown,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Super Annuator,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Ten of Hearts II,,Living,Female,Bad,,,,,Black,,DC,2010.0,1.0,2010-10-01,,,,,,,,
Ten of Spades VIII,,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-03-01,,,,,,,,
Thulka Re,,Deceased,Male,Good,,,,Yellow,,,DC,2010.0,1.0,2010-05-01,,,,,,,,
Tin Bib,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Toxic Tucker,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Two-Ton Ted,Secret,Living,Male,Bad,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Vivienne,Secret,Living,Female,Good,,,,Blue,Black,,DC,2010.0,1.0,2010-02-01,,,,,,,,
Walter Steele,Public,Living,Male,Neutral,,,,Blue,Blond,,DC,2010.0,1.0,2010-08-01,,,,,,,,
Yellow Peril,Secret,Living,Male,,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Zvvireel,,Deceased,Male,Good,,,,,,,DC,2010.0,1.0,2010-12-01,,,,,,,,
Adam Bomb,,Living,Male,Bad,,,,Blue,,,DC,2009.0,1.0,2009-06-01,,,,,,,,
Airam Sappal,,Deceased,Female,Good,,,,,,,DC,2009.0,1.0,2009-01-01,,,,,,,,
Alvin Tanner,Public,Living,Male,Good,,,,Brown,,,DC,2009.0,1.0,2009-03-01,,,,,,,,
Antinus,Public,Deceased,Female,Good,,,,,Brown,,DC,2009.0,1.0,2009-08-01,,,,,,,,
Barbara Lane,,Living,Female,Good,,,,,Black,,DC,2009.0,1.0,2009-06-01,,,,,,,,
Batman Jones,,Living,Male,Good,,,,Brown,Black,,DC,2009.0,1.0,2009-07-01,,,,,,,,
Big Don Drummond,Secret,Living,Male,Bad,,,,,Brown,,DC,2009.0,1.0,2009-08-01,,,,,,,,
Blockbuster IV,Secret,Living,Female,Bad,,,,,Blond,,DC,2009.0,1.0,2009-08-01,,,,,,,,
Boneblaster,Secret,Living,Male,Bad,,,,,,,DC,2009.0,1.0,2009-08-01,,,,,,,,
Chante Coles,,Living,Female,Good,,,,,Brown,,DC,2009.0,1.0,2009-06-01,,,,,,,,
Cinderblock,Secret,Living,Male,Bad,,,,Yellow,,,DC,2009.0,1.0,2009-11-01,,,,,,,,
Cyrus Lord,,Living,Male,,,,,Brown,Brown,,DC,2009.0,1.0,2009-03-01,,,,,,,,
Dax-Am,Public,Living,Male,Neutral,,,,Black,Blond,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Diane Dorst,Secret,Living,Female,Neutral,,,,Blue,Blond,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Dvorcek,,Living,Male,Bad,,,,,,,DC,2009.0,1.0,2009-07-01,,,,,,,,
Dyn-Xe,Public,Living,Male,Good,,,,,Blond,,DC,2009.0,1.0,2009-09-01,,,,,,,,
Ed Markham,,Deceased,Male,Bad,,,,,,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Eight of Diamonds I,,Living,Male,Bad,,,,,,,DC,2009.0,1.0,2009-11-01,,,,,,,,
Eight of Hearts I,,Deceased,Female,Bad,,,,,,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Erszebet Bathory,,Living,Female,Bad,,,,,,,DC,2009.0,1.0,2009-04-01,,,,,,,,
Five of Diamonds II,,Deceased,Male,Bad,,,,,,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Four of Diamonds I,,Deceased,Male,Bad,,,,,,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Four of Spades III,,Deceased,Male,Bad,,,,,,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Greb,,Deceased,Male,Good,,,,,Black,,DC,2009.0,1.0,2009-06-01,,,,,,,,
Henry Lane,,Living,Male,Good,,,,,,,DC,2009.0,1.0,2009-06-01,,,,,,,,
Imecsub,,Deceased,Male,Bad,,,,Yellow,Red,,DC,2009.0,1.0,2009-04-01,,,,,,,,
Jonathan Romero,,Living,Male,,,,,,White,,DC,2009.0,1.0,2009-06-01,,,,,,,,
King Billy,Secret,Living,Male,Good,,,,,Black,,DC,2009.0,1.0,2009-08-01,,,,,,,,
La Sangre,Secret,Living,Female,Good,,,,Red,Red,,DC,2009.0,1.0,2009-08-01,,,,,,,,
Mitchell Lane,,Living,Male,Good,,,,,Black,,DC,2009.0,1.0,2009-06-01,,,,,,,,
N-Emy,Secret,Deceased,Male,Bad,,,,,Blue,,DC,2009.0,1.0,2009-08-01,,,,,,,,
Nhoj Sappal,,Deceased,Male,Good,,,,,,,DC,2009.0,1.0,2009-01-01,,,,,,,,
Norman McCay,Public,Living,Male,Good,,,,Blue,Grey,,DC,2009.0,1.0,2009-01-01,,,,,,,,
Regulator II,Secret,Living,Male,Bad,,,,,,,DC,2009.0,1.0,2009-07-01,,,,,,,,
Sarolis,,Living,Male,,,,,,,,DC,2009.0,1.0,2009-09-01,,,,,,,,
Six of Spades II,,Living,Female,Bad,,,,Blue,Black,,DC,2009.0,1.0,2009-09-01,,,,,,,,
Three of Spades III,,Deceased,Male,Bad,,,,,,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Val-Ty,,Living,Male,Bad,,,,,,,DC,2009.0,1.0,2009-08-01,,,,,,,,
Vial,Secret,Deceased,Male,Bad,,,,,Brown,,DC,2009.0,1.0,2009-10-01,,,,,,,,
Wick,,Deceased,Male,Bad,,,,,,,DC,2009.0,1.0,2009-06-01,,,,,,,,
William von Hammer,Public,Living,Male,Good,,,,Blue,Blond,,DC,2009.0,1.0,2009-08-01,,,,,,,,
Ace of Spades VI,Secret,Living,Female,Bad,,,,,Black,,DC,2008.0,1.0,2008-12-01,,,,,,,,
Agrippe,Public,Living,Female,Good,,,,,Red,,DC,2008.0,1.0,2008-03-01,,,,,,,,
Clot,,Living,Male,Bad,,,,Black,Green,,DC,2008.0,1.0,2008-01-01,,,,,,,,
Doctor Mephistopheles,,Living,Male,Neutral,,,,,,,DC,2008.0,1.0,2008-08-01,,,,,,,,
Elisabeth Saint-Marie,Secret,Deceased,Female,Good,,,,,,,DC,2008.0,1.0,2008-02-01,,,,,,,,
Falseface,Secret,Living,Female,Bad,,,,Blue,Brown,,DC,2008.0,1.0,2008-01-01,,,,,,,,
Gennes,Public,Deceased,Female,Good,,,,,Brown,,DC,2008.0,1.0,2008-02-01,,,,,,,,
Gluttony II,Public,Living,Male,Bad,,,,Red,Black,,DC,2008.0,1.0,2008-12-01,,,,,,,,
Hammond Carter,,Living,Male,Bad,,,,,,,DC,2008.0,1.0,2008-03-01,,,,,,,,
Harriet Pratt,,Living,Female,Bad,,,,,,,DC,2008.0,1.0,2008-04-01,,,,,,,,
Koko,,Living,Male,Neutral,,,,,White,,DC,2008.0,1.0,2008-10-01,,,,,,,,
Layla Adams,Secret,Living,Female,,,,,,Brown,,DC,2008.0,1.0,2008-06-01,,,,,,,,
Lewis Yarnell,,Living,Male,Bad,,,,,,,DC,2008.0,1.0,2008-04-01,,,,,,,,
Margaux de Mortain,Secret,Deceased,Female,Good,,,,,Blond,,DC,2008.0,1.0,2008-02-01,,,,,,,,
Mike Virgil,,Living,Male,,,,,Blue,Grey,,DC,2008.0,1.0,2008-06-01,,,,,,,,
Raymond Gibson,,Living,Male,,,,,,,,DC,2008.0,1.0,2008-06-01,,,,,,,,
Recca,Public,Living,Female,Bad,,,,,Black,,DC,2008.0,1.0,2008-04-01,,,,,,,,
Skitch Benson,,Living,Male,Bad,,,,,,,DC,2008.0,1.0,2008-04-01,,,,,,,,
Sterling Fry,,Living,Male,Bad,,,,,Black,,DC,2008.0,1.0,2008-03-01,,,,,,,,
Sun-Chained-In-Ink,,Living,Male,Bad,,,,,,,DC,2008.0,1.0,2008-07-01,,,,,,,,
Tyson Sykes,Public,Living,Male,Good,,,,,Black,,DC,2008.0,1.0,2008-06-01,,,,,,,,
Victor Sono,Public,Living,Male,Bad,,,,,,,DC,2008.0,1.0,2008-03-01,,,,,,,,
White Star,Secret,Living,Male,Bad,,,,,Brown,,DC,2008.0,1.0,2008-01-01,,,,,,,,
Zevonn Parzzx,Public,Living,Male,Good,,,,,White,,DC,2008.0,1.0,2008-10-01,,,,,,,,
Anaea,,Living,Female,,,,,,,,DC,2007.0,1.0,2007-09-01,,,,,,,,
Bizarro Aquaman,,Deceased,Male,Neutral,,,,,Blond,,DC,2007.0,1.0,2007-12-01,,,,,,,,
Bizarro Green Arrow,Secret,Living,Male,Bad,,,,,Blond,,DC,2007.0,1.0,2007-12-01,,,,,,,,
Bizarro Robin,Secret,Living,Male,Bad,,,,,Black,,DC,2007.0,1.0,2007-12-01,,,,,,,,
Bizarro Toyman,Secret,Living,Male,Bad,,,,,Blond,,DC,2007.0,1.0,2007-11-01,,,,,,,,
Dale Smith,Secret,Living,Male,Bad,,,,Brown,Brown,,DC,2007.0,1.0,2007-11-01,,,,,,,,
Damara,,Living,Female,,,,,,,,DC,2007.0,1.0,2007-10-01,,,,,,,,
Eurybe,,Living,Female,,,,,,,,DC,2007.0,1.0,2007-09-01,,,,,,,,
Gas Chamber,Secret,Living,Male,Bad,,,,,,,DC,2007.0,1.0,2007-12-01,,,,,,,,
George Calderon,Public,Deceased,Male,Neutral,,,,Brown,Brown,,DC,2007.0,1.0,2007-01-01,,,,,,,,
Helene,,Deceased,Female,,,,,,,,DC,2007.0,1.0,2007-09-01,,,,,,,,
Jack of Hearts II,,Living,Male,Bad,,,,,,,DC,2007.0,1.0,2007-10-01,,,,,,,,
Jackson Jones,Secret,Deceased,Male,Bad,,,,Yellow,Brown,,DC,2007.0,1.0,2007-11-01,,,,,,,,
Khyrana,Public,Living,Female,Bad,,,,Blue,Blond,,DC,2007.0,1.0,2007-04-01,,,,,,,,
King of Hearts II,,Living,Male,Bad,,,,,,,DC,2007.0,1.0,2007-10-01,,,,,,,,
Laryn Nelson,,Living,Female,Good,,,,,Brown,,DC,2007.0,1.0,2007-11-01,,,,,,,,
Marissa Nelson,,Living,Female,,,,,,Brown,,DC,2007.0,1.0,2007-11-01,,,,,,,,
Marta,,Living,Female,,,,,,Brown,,DC,2007.0,1.0,2007-08-01,,,,,,,,
Master Task,Secret,Living,Male,Bad,,,,,,,DC,2007.0,1.0,2007-12-01,,,,,,,,
Max Roboto,,Deceased,Male,Bad,,,,,,,DC,2007.0,1.0,2007-07-01,,,,,,,,
Maxi-Man II,Secret,Living,Male,Good,,,,Green,Blond,,DC,2007.0,1.0,2007-05-01,,,,,,,,
Nina Close,Public,Living,Female,Bad,,,,,Black,,DC,2007.0,1.0,2007-11-01,,,,,,,,
Queen of Hearts III,,Living,Female,Bad,,,,,,,DC,2007.0,1.0,2007-10-01,,,,,,,,
Rebel II,Secret,Living,Male,Bad,,,,,,,DC,2007.0,1.0,2007-02-01,,,,,,,,
Roxanne Snow,,Living,Female,Neutral,,,,,Red,,DC,2007.0,1.0,2007-02-01,,,,,,,,
Seducer,Secret,Living,Female,Bad,,,,,,,DC,2007.0,1.0,2007-12-01,,,,,,,,
Strongarm,Secret,Living,Male,Bad,,,,,Brown,,DC,2007.0,1.0,2007-01-01,,,,,,,,
Thunderer II,Secret,Deceased,Male,Bad,,,,,,,DC,2007.0,1.0,2007-12-01,,,,,,,,
Barnabus,Secret,Deceased,Male,Good,,,,Black,Brown,,DC,2006.0,1.0,2006-05-01,,,,,,,,
Big Thunder,Secret,Living,Male,Good,,,,Black,Black,,DC,2006.0,1.0,2006-04-01,,,,,,,,
Blur,Public,Living,,Bad,,,,,,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Bous3dra,,Living,Female,Bad,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Bryony,,Deceased,Female,,,,,,Brown,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Bulletdog,Secret,Living,Male,Good,,,,Black,Brown,,DC,2006.0,1.0,2006-04-01,,,,,,,,
Buster,Public,Living,,Bad,,,,,,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Cilissa,,Living,Female,,,,,Brown,Brown,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Dynamole,Secret,Living,Male,Good,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
E.S. Pete,Secret,Living,Male,Good,,,,,Black,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Elaine Curry,Public,Deceased,Female,,,,,,,,DC,2006.0,1.0,2006-05-01,,,,,,,,
Eric Trautmann,Public,Living,Male,,,,,,Brown,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Erik Hanson,Secret,Living,Male,Bad,,,,Blue,Blond,,DC,2006.0,1.0,2006-09-01,,,,,,,,
Esteban of the Posse,,Living,Male,Neutral,,,,Brown,Black,,DC,2006.0,1.0,2006-09-01,,,,,,,,
Felicia,,Living,Female,,,,,,,,DC,2006.0,1.0,2006-02-01,,,,,,,,
Fireface,Secret,Living,Male,Good,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Gladiator Giant,Secret,Living,Male,Good,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Harvest II,,Living,,Bad,,,,,,,DC,2006.0,1.0,2006-11-01,,,,,,,,
Henry Knight,Public,Deceased,Male,Good,,,,,Black,,DC,2006.0,1.0,2006-09-01,,,,,,,,
Honest Abe,Secret,Living,Male,Good,,,,,Black,,DC,2006.0,1.0,2006-09-01,,,,,,,,
Immortal Bald-Man-in-Armor,Secret,Living,Male,Good,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Jack of All Trades,Secret,Living,Male,Good,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Jonathan Warrawa,,Living,Male,,,,,,,,DC,2006.0,1.0,2006-09-01,,,,,,,,
Joseph Kline,,Living,Male,,,,,,,,DC,2006.0,1.0,2006-11-01,,,,,,,,
King of Spades VI,,Deceased,Male,Bad,,,,,,,DC,2006.0,1.0,2006-01-01,,,,,,,,
King of the Cats II,Secret,Living,Male,Good,,,,,,,DC,2006.0,1.0,2006-04-01,,,,,,,,
Lady Liberty II,,Deceased,Female,Good,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Lady Liberty III,Secret,Deceased,Female,Good,,,,Green,Red,,DC,2006.0,1.0,2006-06-01,,,,,,,,
Lance Harrower,Public,Deceased,Male,Neutral,,,,Blue,Blond,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Marisius,Public,Living,Male,Bad,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Mickey the Mouse,Public,Living,Male,Good,,,,Black,White,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Mother Zed,Public,Deceased,Female,Good,,,,Brown,Black,,DC,2006.0,1.0,2006-12-01,,,,,,,,
Poledancer,Secret,Living,Female,Good,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Quaker,Public,Living,,Bad,,,,,,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Sapling,Public,Living,,Bad,,,,,,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Sewer King,Identity Unknown,Deceased,Male,Bad,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Shirea Vaas,,Living,Female,Good,,,,Green,Black,,DC,2006.0,1.0,2006-02-01,,,,,,,,
Silhouette II,Public,Living,,Bad,,,,,,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Sitra,,Deceased,Female,,,,,,Brown,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Sparkplug,Secret,Living,Female,Bad,,,,,Red,,DC,2006.0,1.0,2006-11-01,,,,,,,,
Suli Stellamaris,Public,Living,Female,Neutral,,,,Black,Black,,DC,2006.0,1.0,2006-04-01,,,,,,,,
Tekla,,Deceased,Female,,,,,,,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Terri Thirteen,,Living,Female,Good,,,,Brown,Black,,DC,2006.0,1.0,2006-09-01,,,,,,,,
Thumbelina,Secret,Living,Female,Good,,,,,Red,,DC,2006.0,1.0,2006-04-01,,,,,,,,
Thunderhand,,Living,Male,Bad,,,,,,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Tornado Ninja,Secret,Living,Male,Good,,,,,,,DC,2006.0,1.0,2006-10-01,,,,,,,,
Uglyhead,Secret,Living,Male,Bad,,,,Black,Black,,DC,2006.0,1.0,2006-01-01,,,,,,,,
Vitaman,Secret,Living,Male,Bad,,,,,Blond,,DC,2006.0,1.0,2006-05-01,,,,,,,,
Wicker Man,Secret,Living,Male,Bad,,,,,,,DC,2006.0,1.0,2006-02-01,,,,,,,,
Xolotl,,Deceased,Male,Neutral,,,,,,,DC,2006.0,1.0,2006-09-01,,,,,,,,
Zbigniew X,Public,Living,Male,Neutral,,,,,,,DC,2006.0,1.0,2006-04-01,,,,,,,,
Ahmed Samsarra,,Deceased,Male,Good,,,,Brown,Brown,,DC,2005.0,1.0,2005-07-01,,,,,,,,
Antonio Silencio,Public,Living,Male,Neutral,,,,Black,Black,,DC,2005.0,1.0,2005-10-01,,,,,,,,
Boy Blue,Secret,Deceased,Male,Bad,,,,,,,DC,2005.0,1.0,2005-04-01,,,,,,,,
Caradoc,Public,Living,Male,Good,,,,Black,,,DC,2005.0,1.0,2005-05-01,,,,,,,,
David Sutabi,,Living,Male,Bad,,,,,Black,,DC,2005.0,1.0,2005-03-01,,,,,,,,
Debra Sinclair,Public,Living,Female,Neutral,,,,Blue,Black,,DC,2005.0,1.0,2005-04-01,,,,,,,,
Ebeneezer Badde,Secret,Living,Male,Bad,,,,Black,Black,,DC,2005.0,1.0,2005-08-01,,,,,,,,
Flex III,Secret,Living,Male,Bad,,,,,,,DC,2005.0,1.0,2005-11-01,,,,,,,,
Guilt,Secret,Living,Genderless,Bad,,,,Green,Blue,,DC,2005.0,1.0,2005-07-01,,,,,,,,
High-Rise,Secret,Living,Male,Bad,,,,Black,Black,,DC,2005.0,1.0,2005-03-01,,,,,,,,
Lagomorph,Secret,Living,Female,Bad,,,,,Blond,,DC,2005.0,1.0,2005-10-01,,,,,,,,
